"journal","community"
"J ELECTRON SPECTROSC",2
"J ENERG MATER",43
"J ENERGY CHEM",2
"J ENERGY INST",37
"J ENG MATER-T ASME",19
"J ENVIRON SCI HEAL A",14
"J ENVIRON SCI-CHINA",14
"J ENZYM INHIB MED CH",1
"J EXP NANOSCI",2
"J EXP THEOR PHYS+",2
"J FLOW CHEM",2
"J FLUID MECH",43
"J FLUORESC",2
"J FLUORINE CHEM",2
"J GENE MED",1
"J HETEROCYCLIC CHEM",2
"J IND ENG CHEM",14
"J IND MICROBIOL BIOT",14
"J INORG BIOCHEM",2
"J INORG MATER",2
"J INORG ORGANOMET P",2
"J INTEGR AGR",15
"J IRAN CHEM SOC",2
"J JPN PETROL INST",2
"J LUMIN",2
"J MACROMOL SCI A",2
"J MACROMOL SCI B",2
"J MASS SPECTROM",28
"J MATER CHEM A",2
"J MATER CHEM C",2
"J MATER EDUC",2
"J MATER RES",2
"J MATER SCI TECHNOL",2
"J MATER SCI-MATER EL",2
"J MED FOOD",23
"J MEX CHEM SOC",2
"J MICROBIOL BIOTECHN",14
"J MICROMECH MICROENG",2
"J MOD OPTIC",2
"J MOL BIOL",1
"J MOL CATAL A-CHEM",2
"J MOL CATAL B-ENZYM",14
"J MOL GRAPH MODEL",1
"J MOL MICROB BIOTECH",1
"J MOL RECOGNIT",1
"J MOL STRUCT",2
"J NANO RES-SW",2
"J NANOELECTRON OPTOE",2
"J NANOPHOTONICS",2
"J NATL SCI FOUND SRI",15
"J NON-CRYST SOLIDS",2
"J OLEO SCI",23
"J OPTICS-UK",2
"J ORG CHEM",2
"J ORGANOMET CHEM",2
"J PEPT SCI",1
"J PHOTOCH PHOTOBIO A",2
"J PHOTOCH PHOTOBIO C",2
"J PHOTOPOLYM SCI TEC",2
"J PHYS B-AT MOL OPT",2
"J PHYS CHEM LETT",2
"J PHYS CHEM SOLIDS",2
"J PHYS ORG CHEM",2
"J POLYM SCI POL PHYS",2
"J POROUS MAT",2
"J PORPHYR PHTHALOCYA",2
"J POWER SOURCES",2
"J PROTEOMICS",1
"J PURE APPL MICROBIO",23
"J QUANT SPECTROSC RA",2
"J RAMAN SPECTROSC",2
"J RARE EARTH",2
"J REINF PLAST COMP",2
"J RENEW SUSTAIN ENER",37
"J SEP SCI",28
"J SERB CHEM SOC",2
"J SOL-GEL SCI TECHN",2
"J SOLID STATE CHEM",2
"J SOLID STATE ELECTR",2
"J SPECTROSC",2
"J STRUCT BIOL",1
"J STRUCT CHEM+",2
"J SULFUR CHEM",2
"J SUPERCOND NOV MAGN",2
"J SYN ORG CHEM JPN",2
"J SYNCHROTRON RADIAT",2
"J VAC SCI TECHNOL A",2
"J VAC SCI TECHNOL B",2
"J VIROL",1
"J WUHAN UNIV TECHNOL",2
"JALA-J LAB AUTOM",28
"JETP LETT+",2
"JOM-US",2
"JPN J APPL PHYS",2
"KINET CATAL+",2
"KOBUNSHI RONBUNSHU",2
"KOREAN J CHEM ENG",14
"LASER PHOTONICS REV",2
"LASER PHYS LETT",2
"LETT DRUG DES DISCOV",1
"LETT ORG CHEM",2
"LIGHT-SCI APPL",2
"LIQ CRYST",2
"LUMINESCENCE",28
"LWT-FOOD SCI TECHNOL",23
"MACED J CHEM CHEM EN",23
"MACROMOL MATER ENG",2
"MACROMOL RAPID COMM",2
"MACROMOL THEOR SIMUL",2
"MAGN RESON CHEM",2
"MAIN GROUP CHEM",2
"MALARIA J",13
"MAR DRUGS",23
"MAT SCI ENG R",2
"MAT SCI SEMICON PROC",2
"MATER CHARACT",2
"MATER EXPRESS",2
"MATER LETT",2
"MATER RES BULL",2
"MATER RES INNOV",2
"MATER RES-IBERO-AM J",2
"MATER SCI ENG B-ADV",2
"MATER TECHNOL",2
"MATER TODAY",2
"MATERIALS",2
"MED HYPOTHESES",4
"METALLOMICS",1
"METHOD ENZYMOL",1
"MICRO NANO LETT",2
"MICROCHIM ACTA",28
"MICROELECTRON ENG",2
"MICROELECTRON RELIAB",2
"MICROFLUID NANOFLUID",28
"MICRON",2
"MICROSC MICROANAL",2
"MODEL SIMUL MATER SC",2
"MOL BIOL REP",1
"MOL CELL PROTEOMICS",1
"MOL CELLS",1
"MOL CRYST LIQ CRYST",2
"MOL DIVERS",2
"MOL MICROBIOL",1
"MOL NEUROBIOL",4
"MOL PHYS",2
"MOL SIMULAT",2
"MONATSH CHEM",2
"MRS BULL",2
"MRS COMMUN",2
"MUTAT RES-GEN TOX EN",38
"NANO ENERGY",2
"NANO LETT",2
"NANO RES",2
"NANO TODAY",2
"NANO",2
"NANO-MICRO LETT",2
"NANOSCALE RES LETT",2
"NANOTOXICOLOGY",38
"NAT BIOTECHNOL",1
"NAT CHEM BIOL",1
"NAT CHEM",2
"NAT COMMUN",2
"NAT MATER",2
"NAT NANOTECHNOL",2
"NAT PHOTONICS",2
"NAT PHYS",2
"NAT REV MICROBIOL",1
"NAT REV MOL CELL BIO",1
"NATL ACAD SCI LETT",15
"NATURWISSENSCHAFTEN",6
"NEUROTHERAPEUTICS",4
"NEW CARBON MATER",2
"NEW J CHEM",2
"NEW J PHYS",2
"NITRIC OXIDE-BIOL CH",1
"NORD PULP PAP RES J",79
"NPG ASIA MATER",2
"NUCL INSTRUM METH B",2
"NUCL MED BIOL",26
"NUCLEIC ACID THER",1
"NUCLEOS NUCLEOT NUCL",1
"NUKLEONIKA",2
"NUTRIENTS",3
"OPT COMMUN",2
"OPT LASER TECHNOL",2
"OPT LETT",2
"OPT MATER",2
"OPTOELECTRON ADV MAT",2
"ORG ELECTRON",2
"ORG PREP PROCED INT",2
"ORGANOMETALLICS",2
"ORIGINS LIFE EVOL B",1
"OXID COMMUN",2
"P COMBUST INST",43
"P IEEE",27
"P JPN ACAD B-PHYS",1
"PARASITOL INT",13
"PART FIBRE TOXICOL",38
"PART PART SYST CHAR",2
"PARTICUOLOGY",14
"PHILOS MAG",2
"PHILOS T R SOC B",6
"PHOSPHORUS SULFUR",2
"PHOTOCH PHOTOBIO SCI",2
"PHOTOSYNTH RES",15
"PHYS FLUIDS",43
"PHYS REP",2
"PHYS REV A",2
"PHYS REV B",2
"PHYS REV E",2
"PHYS REV LETT",2
"PHYS SCRIPTA",2
"PHYS STATUS SOLIDI A",2
"PHYS STATUS SOLIDI B",2
"PHYS STATUS SOLIDI-R",2
"PHYSICA B",2
"PHYSICA E",2
"PHYSIOL REV",1
"PHYS-USP+",2
"PHYTOCHEM LETT",23
"PHYTOCHEM REV",23
"PHYTOCHEMISTRY",23
"PLANET SPACE SCI",5
"PLANT PHYSIOL",15
"PLASMA CHEM PLASMA P",2
"PLASMA PROCESS POLYM",2
"PLASMONICS",2
"PLATIN MET REV",2
"PLOS GENET",1
"PLOS NEGLECT TROP D",13
"PLOS PATHOG",1
"POLIMERY-W",2
"POLYHEDRON",2
"POLYM ADVAN TECHNOL",2
"POLYM BULL",2
"POLYM CHEM-UK",2
"POLYM COMPOSITE",2
"POLYM DEGRAD STABIL",2
"POLYM ENG SCI",2
"POLYM INT",2
"POLYM J",2
"POLYM REV",2
"POLYM SCI SER A+",2
"POLYM SCI SER C+",2
"POLYMERS-BASEL",2
"PRION",1
"PROG BIOPHYS MOL BIO",1
"PROG CRYST GROWTH CH",2
"PROG LIPID RES",1
"PROG MATER SCI",2
"PROG NAT SCI-MATER",2
"PROG ORG COAT",2
"PROG PHOTOVOLTAICS",2
"PROG POLYM SCI",2
"PROG REACT KINET MEC",2
"PROG SURF SCI",2
"PROPELL EXPLOS PYROT",43
"PROT MET PHYS CHEM+",2
"PROTEIN ENG DES SEL",1
"PROTEIN EXPRES PURIF",1
"PROTEIN J",1
"PROTEIN PEPTIDE LETT",1
"PROTEOME SCI",1
"PROTEOMICS",1
"PRZEM CHEM",14
"PURE APPL CHEM",2
"Q REV BIOPHYS",1
"RAPID PROTOTYPING J",2
"RARE METAL MAT ENG",2
"REACT KINET MECH CAT",2
"RENEW ENERG",37
"REP PROG PHYS",2
"RES CHEM INTERMEDIAT",2
"REV ANAL CHEM",28
"REV CHEM ENG",14
"REV MOD PHYS",2
"REV ROUM CHIM",2
"REV SCI INSTRUM",2
"RNA BIOL",1
"RNA",1
"RUSS CHEM B+",2
"RUSS J APPL CHEM+",2
"RUSS J BIOORG CHEM+",1
"RUSS J COORD CHEM+",2
"RUSS J GEN CHEM+",2
"RUSS J INORG CHEM+",2
"RUSS J ORG CHEM+",2
"RUSS J PHYS CHEM A+",2
"RUSS J PHYS CHEM B+",2
"S AFR J CHEM-S-AFR T",2
"SAR QSAR ENVIRON RES",38
"SCANNING",2
"SCI ADV MATER",2
"SCI CHINA CHEM",2
"SCI CHINA PHYS MECH",2
"SCI TECHNOL ADV MAT",2
"SCRIPTA MATER",2
"SENSOR ACTUAT A-PHYS",2
"SENSOR ACTUAT B-CHEM",2
"SENSOR LETT",2
"SEP PURIF TECHNOL",14
"SILICON-NETH",2
"SMALL",2
"SOL ENERG MAT SOL C",2
"SOL ENERGY",37
"SOLID STATE IONICS",2
"SOLID STATE NUCL MAG",2
"SOLID STATE SCI",2
"SPECTROCHIM ACTA B",28
"SPECTROSC SPECT ANAL",28
"STEROIDS",1
"STRUCT BOND",2
"STRUCT CHEM",2
"STRUCTURE",1
"SUPERLATTICE MICROST",2
"SUPRAMOL CHEM",2
"SURF INTERFACE ANAL",2
"SURF SCI",2
"SYNLETT",2
"SYNTH REACT INORG M",2
"SYNTHETIC COMMUN",2
"SYNTHETIC MET",2
"TETRAHEDRON LETT",2
"TETRAHEDRON",2
"TETRAHEDRON-ASYMMETR",2
"THEOR CHEM ACC",2
"THERMOCHIM ACTA",2
"THIN SOLID FILMS",2
"TISSUE ENG REGEN MED",36
"TISSUE ENG",36
"TOP CATAL",2
"TOP ORGANOMETAL CHEM",2
"TOXICOL MECH METHOD",38
"TOXICOL PATHOL",38
"TRANSIT METAL CHEM",2
"TRENDS BIOCHEM SCI",1
"TRENDS BIOTECHNOL",1
"TRENDS GLYCOSCI GLYC",1
"TRENDS PLANT SCI",15
"TRIBOL LETT",78
"TURK J CHEM",2
"ULTRASON SONOCHEM",14
"VIB SPECTROSC",2
"WATER AIR SOIL POLL",14
"WATER ENVIRON RES",14
"WATER RES",14
"WATER SCI TECHNOL",14
"WIRES COMPUT MOL SCI",2
"WIRES RNA",1
"X-RAY SPECTROM",28
"Z KRISTALLOGR",2
"Z NATURFORSCH A",2
"Z NATURFORSCH B",2
"Z NATURFORSCH C",23
"Z PHYS CHEM",2
"ACCREDIT QUAL ASSUR",28
"AFINIDAD",14
"APPL RADIAT ISOTOPES",26
"APPL STOCH MODEL BUS",24
"BIOCHEM MEDICA",3
"COMPUT STAND INTER",30
"CRIT REV ANAL CHEM",28
"EUR FOOD RES TECHNOL",23
"FOOD ADDIT CONTAM A",23
"FORENSIC TOXICOL",28
"FUSION SCI TECHNOL",2
"IEEE T INSTRUM MEAS",88
"INT J ENVIRON AN CH",28
"J ANAL CHEM+",28
"J ENVIRON SCI HEAL B",14
"J FOOD COMPOS ANAL",23
"LABORATORIUMSMEDIZIN",3
"MAPAN-J METROL SOC I",88
"MEAS TECH+",88
"METROLOGIA",88
"WATER-SUI",14
"ACI MATER J",19
"ACI STRUCT J",19
"ACTA MECH",19
"ACTA SCI-TECHNOL",23
"ADV CEM RES",19
"ADV MATER SCI ENG",2
"ADV STRUCT ENG",19
"APPL MECH REV",19
"ARCH CIV MECH ENG",19
"B POL ACAD SCI-TECH",45
"BIOSYST ENG",15
"CEM WAPNO BETON",19
"CEMENT CONCRETE COMP",19
"CEMENT CONCRETE RES",19
"CERAM-SILIKATY",19
"CHINA OCEAN ENG",81
"CMC-COMPUT MATER CON",19
"COMPOS STRUCT",19
"COMPUT CONCRETE",19
"CONSTR BUILD MATER",19
"CORROS ENG SCI TECHN",2
"CORROS REV",2
"CORROSION",2
"EARTHQ ENG STRUCT D",19
"EARTHQ STRUCT",19
"ENERG BUILDINGS",37
"ENG FRACT MECH",19
"ENG STRUCT",19
"ENVIRON PROG SUSTAIN",14
"EUR J ENVIRON CIV EN",19
"EXP HEAT TRANSFER",37
"EXP MECH",19
"FIRE MATER",19
"FIRE SAFETY J",19
"GEOTECHNIQUE",66
"GRADEVINAR",19
"HEAT MASS TRANSFER",37
"HIGH TEMP MAT PR-ISR",2
"INDIAN J ENG MATER S",2
"ING INVEST",23
"INT J DAMAGE MECH",19
"INT J DISTRIB SENS N",27
"INT J FATIGUE",19
"INT J IMPACT ENG",19
"INT J MIN MET MATER",2
"INT J PAVEMENT ENG",55
"INT J SOLIDS STRUCT",19
"INTELL AUTOM SOFT CO",25
"J ADHES SCI TECHNOL",2
"J ADV CONCR TECHNOL",19
"J BRIDGE ENG",19
"J COLD REG ENG",5
"J COMPOS CONSTR",19
"J EARTHQ TSUNAMI",19
"J ENG MECH",19
"J INFRASTRUCT SYST",19
"J INTERNET TECHNOL",27
"J MATER CIVIL ENG",19
"J MATER ENG PERFORM",2
"J NONDESTRUCT EVAL",19
"J PERFORM CONSTR FAC",19
"J S AFR INST CIV ENG",19
"J STRUCT ENG",19
"MAG CONCRETE RES",19
"MATER CORROS",2
"MATER DESIGN",2
"MATER EVAL",19
"MATER SCI+",2
"MATER SCI-MEDZG",2
"MATER STRUCT",19
"MATER TEHNOL",2
"MECH MATER",19
"MECH TIME-DEPEND MAT",19
"MINER ENG",14
"NDT&E INT",19
"NUCL ENG DES",82
"OPT ENG",2
"P I CIVIL ENG-STR B",19
"P I MECH ENG L-J MAT",19
"PCI J",19
"PERIOD POLYTECH-CIV",19
"REM-REV ESC MINAS",14
"REV CONSTR",19
"RHEOL ACTA",2
"ROAD MATER PAVEMENT",19
"RUSS J NONDESTRUCT+",2
"SADHANA-ACAD P ENG S",37
"SCI CHINA TECHNOL SC",2
"SCI ENG COMPOS MATER",2
"SEN-I GAKKAISHI",2
"SMART MATER STRUCT",19
"SMART STRUCT SYST",19
"STEEL COMPOS STRUCT",19
"STRAIN",19
"STRUCT CONCRETE",19
"STRUCT CONTROL HLTH",19
"STRUCT DES TALL SPEC",19
"STRUCT HEALTH MONIT",19
"STRUCT INFRASTRUCT E",19
"STRUCT SAF",19
"THIN WALL STRUCT",19
"TUNN UNDERGR SP TECH",66
"ADV STEEL CONSTR",19
"B EARTHQ ENG",19
"BAUINGENIEUR-GERMANY",19
"BAUTECHNIK",19
"BETON- STAHLBETONBAU",19
"CMES-COMP MODEL ENG",19
"EARTHQ ENG ENG VIB",19
"EARTHQ SPECTRA",19
"ENG COMPUTATION",19
"ENG FAIL ANAL",19
"ENG OPTIMIZ",25
"FATIGUE FRACT ENG M",19
"INF CONSTR",19
"INT J FRACTURE",19
"INT J STEEL STRUCT",19
"J ASIAN ARCHIT BUILD",37
"J CONSTR STEEL RES",19
"J EARTHQ ENG",19
"J FIRE PROT ENG",19
"LAT AM J SOLIDS STRU",19
"MATERIALWISS WERKST",2
"MECCANICA",19
"MECH SYST SIGNAL PR",19
"REV INT METOD NUMER",19
"SOIL DYN EARTHQ ENG",19
"STRENGTH MATER+",19
"STRUCT ENG INT",19
"STRUCT MULTIDISCIP O",19
"ACM SIGCOMM COMP COM",27
"ACM SIGPLAN NOTICES",30
"ACM T ARCHIT CODE OP",30
"ACM T AUTON ADAP SYS",30
"ACM T COMPUT LOG",30
"ACM T COMPUT SYST",30
"ACM T DATABASE SYST",30
"ACM T DES AUTOMAT EL",30
"ACM T EMBED COMPUT S",30
"ACM T GRAPHIC",33
"ACM T INFORM SYST SE",30
"ACM T INFORM SYST",30
"ACM T INTEL SYST TEC",30
"ACM T INTERNET TECHN",30
"ACM T KNOWL DISCOV D",30
"ACM T MULTIM COMPUT",33
"ACM T SENSOR NETWORK",27
"ACM T SOFTW ENG METH",30
"ACM T STORAGE",30
"ACM T WEB",30
"ACTA INFORM",44
"AD HOC NETW",27
"ADV COMPUT",30
"AI COMMUN",30
"ALGORITHMICA",44
"ANNU REV CONTROL",45
"APPL ARTIF INTELL",25
"ARTIF INTELL REV",30
"ARTIF INTELL",30
"BIOCYBERN BIOMED ENG",60
"BIOMED ENG-BIOMED TE",60
"BMC SYST BIOL",1
"BRIEF BIOINFORM",1
"CHINA COMMUN",27
"CHINESE J ELECTRON",27
"COMP GEOM-THEOR APPL",44
"COMPUT AIDED DESIGN",33
"COMPUT APPL ENG EDUC",20
"COMPUT COMMUN",27
"COMPUT GRAPH FORUM",33
"COMPUT GRAPH-UK",33
"COMPUT INFORM",30
"COMPUT J",30
"COMPUT LINGUIST",30
"COMPUT MUSIC J",51
"COMPUT NETW",27
"COMPUT OPTIM APPL",25
"COMPUT SCI INF SYST",30
"COMPUT VIS IMAGE UND",33
"COMPUTER",30
"COMPUTING",30
"CONCURR COMP-PRACT E",30
"CONSTRAINTS",30
"CURR BIOINFORM",1
"DATA KNOWL ENG",30
"DATA MIN KNOWL DISC",30
"DEV GROWTH DIFFER",1
"DIGIT INVEST",33
"DISCRETE MATH THEOR",44
"ELECTR POW SYST RES",56
"EMPIR SOFTW ENG",30
"EURASIP J IMAGE VIDE",33
"EVOL COMPUT",25
"FORM ASP COMPUT",30
"FORM METHOD SYST DES",30
"FRONT COMPUT SCI-CHI",30
"FUND INFORM",44
"FUTURE GENER COMP SY",30
"GEOINFORMATICA",30
"IBM J RES DEV",30
"IEEE ACM T NETWORK",27
"IEEE COMMUN LETT",27
"IEEE COMMUN MAG",27
"IEEE COMMUN SURV TUT",27
"IEEE GEOSCI REMOTE S",5
"IEEE INTERNET COMPUT",30
"IEEE J SEL AREA COMM",27
"IEEE J-STARS",5
"IEEE J-STSP",27
"IEEE MULTIMEDIA",33
"IEEE SIGNAL PROC LET",27
"IEEE SIGNAL PROC MAG",27
"IEEE SOFTWARE",30
"IEEE SYST J",27
"IEEE T AFFECT COMPUT",33
"IEEE T AUDIO SPEECH",51
"IEEE T CIRC SYST VID",33
"IEEE T CIRCUITS-I",52
"IEEE T COMPUT AID D",30
"IEEE T COMPUT",30
"IEEE T CONSUM ELECTR",27
"IEEE T CONTR SYST T",45
"IEEE T CYBERNETICS",33
"IEEE T EVOLUT COMPUT",25
"IEEE T IND INFORM",56
"IEEE T INF FOREN SEC",33
"IEEE T LEARN TECHNOL",20
"IEEE T MOBILE COMPUT",27
"IEEE T NEUR NET LEAR",33
"IEEE T PARALL DISTR",27
"IEEE T PATTERN ANAL",33
"IEEE T POWER SYST",56
"IEEE T RELIAB",25
"IEEE T SERV COMPUT",30
"IEEE T SIGNAL PROCES",27
"IEEE T SMART GRID",56
"IEEE T VIS COMPUT GR",33
"IEEE T VLSI SYST",30
"IEEJ T ELECTR ELECTR",56
"IEICE T COMMUN",27
"IEICE T FUND ELECTR",27
"IET COMPUT DIGIT TEC",30
"IET COMPUT VIS",33
"IET GENER TRANSM DIS",56
"IET SOFTW",30
"IETE TECH REV",27
"IMAGE VISION COMPUT",33
"IMAGING SCI J",33
"INF TECHNOL CONTROL",30
"INFORM COMPUT",44
"INFORM FUSION",25
"INFORM PROCESS MANAG",57
"INFRARED PHYS TECHN",2
"INT ARAB J INF TECHN",33
"INT J AD HOC UBIQ CO",27
"INT J ADV ROBOT SYST",45
"INT J ARTIF INTELL T",33
"INT J COMMUN SYST",27
"INT J COMPUT COMMUN",25
"INT J COMPUT VISION",33
"INT J GEN SYST",25
"INT J HIGH PERFORM C",30
"INT J NETW MANAG",27
"INT J PARALLEL PROG",30
"INT J PATTERN RECOGN",33
"INT J REMOTE SENS",5
"INT J SOC RES METHOD",21
"INT J SOFTW ENG KNOW",30
"INT J WEB GRID SERV",30
"INTELL DATA ANAL",30
"ISPRS J PHOTOGRAMM",5
"J ACM",44
"J AMB INTEL SMART EN",30
"J ARTIF INTELL RES",30
"J BIOINF COMPUT BIOL",1
"J COMPUT CIVIL ENG",87
"J COMPUT SCI TECH-CH",33
"J COMPUT SCI-NETH",30
"J COMPUT SYST SCI",44
"J DATABASE MANAGE",30
"J ELECTRON TEST",30
"J ENG DESIGN",92
"J GRID COMPUT",30
"J INF SCI ENG",30
"J INTELL FUZZY SYST",25
"J INTELL INF SYST",30
"J LOGIC ALGEBR PROGR",44
"J MACH LEARN RES",24
"J MATH IMAGING VIS",33
"J MULTIVARIATE ANAL",24
"J NETW COMPUT APPL",27
"J PARALLEL DISTR COM",30
"J PROCESS CONTR",45
"J SOFTW-EVOL PROC",30
"J SUPERCOMPUT",30
"J SYMB COMPUT",8
"J SYST ARCHITECT",30
"J UNIVERS COMPUT SCI",30
"J VIS COMMUN IMAGE R",33
"J VISUAL LANG COMPUT",30
"J WEB ENG",30
"J WEB SEMANT",30
"J ZHEJIANG U-SCI C",33
"KNOWL INF SYST",30
"LANG RESOUR EVAL",30
"LOG METH COMPUT SCI",44
"MACH LEARN",24
"MATH STRUCT COMP SCI",44
"METROL MEAS SYST",88
"MICROPROCESS MICROSY",30
"MOBILE NETW APPL",27
"MULTIMED TOOLS APPL",33
"MULTIMEDIA SYST",33
"NAT COMPUT",25
"NAT LANG ENG",30
"NEURAL NETWORKS",4
"NEW GENERAT COMPUT",1
"PARALLEL COMPUT",30
"PATTERN ANAL APPL",33
"PATTERN RECOGN LETT",33
"PATTERN RECOGN",33
"PERS UBIQUIT COMPUT",30
"PHOTOGRAMM ENG REM S",5
"PROGRAM COMPUT SOFT+",30
"QUANTUM INF COMPUT",2
"QUANTUM INF PROCESS",2
"REAL-TIME SYST",30
"REMOTE SENS-BASEL",5
"REQUIR ENG",30
"RES SCI EDUC",20
"ROBOT AUTON SYST",45
"SCI CHINA INFORM SCI",27
"SCI COMPUT PROGRAM",30
"SECUR COMMUN NETW",27
"SIAM J IMAGING SCI",33
"SIGMOD REC",30
"SIGNAL IMAGE VIDEO P",33
"SIMUL MODEL PRACT TH",25
"SOFT COMPUT",25
"SOFTW TEST VERIF REL",30
"SOFTWARE PRACT EXPER",30
"TELLUS B",5
"THEOR PRACT LOG PROG",30
"TURK J ELECTR ENG CO",56
"VISUAL COMPUT",33
"VLDB J",30
"WIREL NETW",27
"WIRELESS PERS COMMUN",27
"WIRES DATA MIN KNOWL",30
"WORLD WIDE WEB",30
"ACM J EMERG TECH COM",30
"IEEE MICRO",30
"J COMPUT ELECTRON",2
"MICROELECTRON J",52
"P ROY SOC A-MATH PHY",19
"ACM T MODEL COMPUT S",25
"AD HOC SENS WIREL NE",27
"AEU-INT J ELECTRON C",52
"CAN J ELECT COMPUT E",56
"CLUSTER COMPUT",30
"DISTRIB COMPUT",44
"DISTRIB PARALLEL DAT",30
"ENERGIES",37
"ETRI J",27
"IEEE IND ELECTRON M",56
"IEEE J SEL TOP QUANT",2
"IEEE LAT AM T",56
"IEEE NETWORK",27
"IEEE PHOTONIC TECH L",2
"IEEE T AERO ELEC SYS",27
"IEEE T COMMUN",27
"IEEE T DEPEND SECURE",30
"IEEE T INFORM THEORY",27
"IEEE T VEH TECHNOL",27
"IEEE T WIREL COMMUN",27
"IEEE WIREL COMMUN",27
"IEICE ELECTRON EXPR",52
"IET COMMUN",27
"IETE J RES",52
"INT J BIFURCAT CHAOS",8
"INT J INF SECUR",30
"INT J SATELL COMM N",27
"J AM STAT ASSOC",24
"J COMMUN NETW-S KOR",27
"J COMPUT SYS SC INT+",95
"J DYN SYST-T ASME",45
"J ECON INTERACT COOR",7
"J LIGHTWAVE TECHNOL",2
"J NETW SYST MANAG",27
"J SIGNAL PROCESS SYS",33
"MATH CONTROL SIGNAL",45
"OPT SWITCH NETW",27
"PEER PEER NETW APPL",27
"PERFORM EVALUATION",27
"PERVASIVE MOB COMPUT",30
"REV IBEROAM AUTOM IN",45
"T EMERG TELECOMMUN T",27
"WIREL COMMUN MOB COM",27
"ZKG INT",19
"ACM T PROGR LANG SYS",30
"ACM T RECONFIG TECHN",30
"ACTA POLYTECH HUNG",25
"ANN PURE APPL LOGIC",68
"ANN TELECOMMUN",27
"AUTOMAT SOFTW ENG",30
"CIRC SYST SIGNAL PR",45
"COMPEL",56
"COMPUT FLUIDS",43
"COMPUT LANG SYST STR",30
"COMPUT SCI ENG",30
"CONTROL ENG PRACT",45
"DISCRETE EVENT DYN S",25
"ELECTRON LETT",52
"IEEE ANN HIST COMPUT",30
"IEEE T AUTOM SCI ENG",25
"IEEE T AUTOMAT CONTR",45
"IEEE T EDUC",20
"IET INFORM SECUR",27
"INFORM VISUAL",33
"J APPL LOGIC",68
"J AUTOM REASONING",30
"J CHIN INST ENG",27
"J CIRCUIT SYST COMP",52
"J FUNCT PROGRAM",30
"J HOPKINS APL TECH D",3
"J INTELL ROBOT SYST",45
"J LOGIC COMPUT",68
"RAIRO-OPER RES",25
"SCI PROGRAMMING-NETH",30
"SIGNAL PROCESS-IMAGE",33
"SOFTW SYST MODEL",30
"SOFTWARE QUAL J",30
"THEOR COMPUT SYST",44
"ACM T ALGORITHMS",44
"COMB PROBAB COMPUT",44
"DISCRETE COMPUT GEOM",44
"INT J GAME THEORY",7
"OPTIM ENG",25
"ACM T APPL PERCEPT",33
"ATTEN PERCEPT PSYCHO",9
"CARTOGR GEOGR INF SC",18
"COMPUT ANIMAT VIRT W",33
"GRAPH MODELS",33
"IEEE COMPUT GRAPH",33
"IEEE T AUTON MENT DE",9
"IEEE T HAPTICS",33
"INT J DES",9
"J EXP PSYCHOL ANIM B",9
"MULTISENS RES",9
"OPT REV",2
"PRESENCE-TELEOP VIRT",33
"PSYCHON B REV",9
"ROBOTICA",45
"UNIVERSAL ACCESS INF",30
"VIRTUAL REAL-LONDON",33
"MALAYS J COMPUT SCI",33
"J SIMUL",25
"ARCH MATH LOGIC",68
"AUTON AGENT MULTI-AG",30
"INT J APPROX REASON",25
"INT J FOUND COMPUT S",44
"J SYMBOLIC LOGIC",68
"LOG J IGPL",68
"RAIRO-THEOR INF APPL",44
"IEEE PERVAS COMPUT",30
"LIBR HI TECH",57
"ACM T COMPUT-HUM INT",30
"J EXP PSYCHOL LEARN",9
"J MULTIMODAL USER IN",30
"NEW DIR CHILD ADOLES",9
"TELEMAT INFORM",53
"USER MODEL USER-ADAP",30
"ANN MATH ARTIF INTEL",30
"COMPUT SYST SCI ENG",30
"J AUTOMAT INFORM SCI",95
"J EXP THEOR ARTIF IN",9
"IEEE DES TEST",30
"IEEE J SOLID-ST CIRC",52
"INT J ELECTRON",52
"INTEGRATION",30
"J REAL-TIME IMAGE PR",33
"ACM T MATH SOFTWARE",8
"ADV COMPUT MATH",8
"ADV ENG SOFTW",19
"ADV OPT PHOTONICS",2
"ADV ROBOTICS",45
"ANALOG INTEGR CIRC S",52
"ARCH COMPUT METHOD E",19
"ARTIF LIFE",45
"AUTON ROBOT",45
"CAN J REMOTE SENS",5
"CARTOGR J",18
"CHIN J MECH ENG-EN",19
"CHIN OPT LETT",2
"COGN COMPUT",33
"COMPUT AIDED GEOM D",33
"CONTROL ENG APPL INF",45
"EXP LUNG RES",1
"FINITE ELEM ANAL DES",19
"GENET PROGRAM EVOL M",25
"HYSTRIX",6
"IEEE CIRC SYST MAG",52
"IEEE J OCEANIC ENG",51
"IEEE T ANTENN PROPAG",52
"IEEE T BIOMED CIRC S",52
"IEEE T BROADCAST",27
"IEEE T COMP INTEL AI",4
"IEEE T ROBOT",45
"IET IMAGE PROCESS",33
"IMA J NUMER ANAL",8
"IND ROBOT",45
"INT J CLOTH SCI TECH",85
"INT J CONTROL AUTOM",45
"INT J HUM ROBOT",45
"INT J NUMER METH ENG",19
"INT J NUMER METH FL",8
"INT J NUMER MODEL EL",52
"INT J ROBOT RES",45
"INT J WAVELETS MULTI",8
"INVERSE PROBL IMAG",8
"INVERSE PROBL SCI EN",8
"J ADV MECH DES SYST",25
"J COMPUT INF SCI ENG",92
"J COMPUT NONLIN DYN",19
"J DISP TECHNOL",2
"J FLUID ENG-T ASME",43
"J MAR SCI TECH-TAIW",6
